Road ID,Shapefile ID,Road Name,PCI,Road Quality,Running PCI,Surface Material,Material Thickness,Length,Width,Lifespan,Remaining Surface Life,Asset Value,Road Surface,Area,Road Owner,Road Category,Traffic Volume,Year Resurfaced,Road From,Road To
01KP4C7RN468X68FJ753EF0PVH,{B4BA442C-9934-4DE8-B30C-1C15FEC5E130},MILL CREEK RD,76,B,'-0.62,asphalt,2,439.0627339990987,70,6,1 Years and 11 Months,39608.337081540914,paved,,City,Collector,,,WESTOVER ST,
01KP4C8A8FZM38EWM27NC6BTYB,{67134DF5-9304-4C6C-8C52-1CD5A59EA73B},PAM ST,76,B,11.5,asphalt,2,164.72602992495976,70,20,6 Years and 6 Months,14860.118188452761,paved,,City,Local,,,PAM CIR,ALBANS LN
01KP4C7RB6EVYBW83KS07RHGY2,{E988C192-C1C3-48B8-97CF-47AF9525A359},GREY OAK CIR,76,B,12.5,asphalt,2,438.1046373283057,50,20,6 Years and 6 Months,28229.9329402263,paved,,City,Local,,,,
01KP4C7ZMJ398EY3D2Z3W9X8EA,{F22C3EFD-6533-43F3-8950-4C6025E14233},STOKER ST,76,B,4.5,asphalt,2,377.2117055707931,50,26,8 Years and 5 Months,24306.2050597561,paved,,City,Local,,,E UNIVERSITY DR,
01KP4C82WTGGNWMJ691MX51SJ5,{FBAB0D4E-9293-4A5E-A62C-1C9A438988CF},MERIMONT BLVD,76,B,2.38,asphalt,2,433.7705060547532,50,30,9 Years and 9 Months,27950.656656020168,paved,,City,Local,,,WATERCREST DR,BARRINGTON CT
01KP4C839YZ45T2S5F12MB38Z4,{08F63CF5-13DA-4531-B9A2-7844DD9C7DC4},MONTICELLO DR,76,B,'-4.75,asphalt,2,532.4804963777015,60,30,9 Years and 9 Months,41173.42047705293,paved,,City,Residential Collector,,,LEXINGTON WAY,COLUMBIA DR
01KP4C7RA9PEPGJJVN9ZNQWC8W,{9D34F8E1-42CB-4D7C-A1BD-8F224DAF967A},PRESSFIELD CT,76,B,'-1.25,asphalt,2,298.38390453836854,50,20,6 Years and 6 Months,19226.816832912806,paved,,City,Cul-de-sac,,,PRESSFIELD PATH,
01KP4C7RH9MEXFT5A4TK8129BD,{7870BD91-762D-494D-93E5-4AB546E07833},GREEN BRIAR LN,76,B,'-5,asphalt,2,258.32626498756747,60,20,6 Years and 6 Months,19974.770908895815,paved,,City,Local,,,WINCHESTER LN,
01KP4C7RKC3MPC4ZJPG5K4XVT6,{ACE88298-C736-4A1A-940D-732ACE5948FA},WEST TECH LN,76,B,'-5,asphalt,2,1183.1058714549495,100,20,6 Years and 6 Months,152470.421751472,paved,,City,Local Commercial,,,,
01KP4C7RBXH7CK2DD2XV7B01R5,{D33DE915-3C58-470C-A8CD-4ABCE718EECC},RUNNINGVINE LN,76,B,0.33,asphalt,2,396.9364029622674,50,20,6 Years and 6 Months,25577.19567976705,paved,,City,Local,,,,
01KP4C85NPEZHGADJBSNCCXV42,{2FE887A4-EAA8-48DC-A936-0C7795EF463D},COLUMBIA DR,76,B,3.05,asphalt,2,1209.6210272257717,50,12,3 Years and 11 Months,77943.75492100032,paved,,City,Local,,,OXFORD CT,MONTICELLO DR
01KP4C85FMS96S259BGAXEVHSD,{BF9EACF0-CD11-475F-BDCD-F2C2907F3F07},VILLAGE DR,76,B,16.5,asphalt,2,448.88141841045143,50,20,6 Years and 6 Months,28924.351079955988,paved,,City,Local,,,FLORENCE DR,OLD STAGE RD
01KP4C7QVQ3J599GP4HGQE6VJ4,{562D01A1-B095-4D99-BF7E-6F8E97DAC270},PUMPHREY AV,76,B,'-5.5,asphalt,2,807.0552411345828,80,20,6 Years and 6 Months,83206.11432091019,paved,,City,Arterial,,,SHUG JORDAN PKWY,SMITH ST
01KP4C8AQCT76DKYB223Q5R17C,{714350F2-6AB9-4DF3-BB7C-AAB7BFD294E1},GARRETT LN,76,B,'-2.54,asphalt,2,1455.2962148088425,50,16,5 Years and 2 Months,93774.20609549992,paved,,City,Local,,,KEYSTONE DR,SCARSBORO LN
01KP4C8ARARHQYR8X7K9WWKF6D,{BD3B003A-CB4E-43C6-8376-C03678A9F2B5},GLENWOOD TER,76,B,6.42,asphalt,2,700.9515119799903,50,20,6 Years and 6 Months,45166.86766480588,paved,,City,Local,,,GLENWOOD CT,SOCIETY HILL RD
01KP4C7R46ARDKA3DN0VEYVVFA,{BCB78953-4D4E-40FA-8610-01EC8DB63EF1},ACADEMY DR,76,B,0.2,asphalt,2,1189.5564056619364,60,20,6 Years and 6 Months,91981.03292923106,paved,,City,Collector,,,GATEWOOD DR,PRESSFIELD PATH
01KP4C82S4CHQ2DNF8Y29FVSTQ,{852C470B-1BE3-48B6-8FD2-03BAFF2AE41C},BYRD ST,76,B,'-0.25,asphalt,2,708.7562622528213,48,20,6 Years and 6 Months,43842.98737699548,paved,,City,Local,,,HOLMES AV,TUCKER AV
01KP4C8ANBAHZK9YKEQHHYNTQD,{92A6ED43-2EF7-471A-BA9B-6E0588104AEC},MONTIANO LN,76,B,'-13,asphalt,2,60.528542823878226,50,30,9 Years and 9 Months,3900.2479300560894,paved,,City,Local,,,VINCI WAY,
01KP4C82YMCTVXJRH8JM5TX60G,{4D1AF63E-64A5-428A-8674-9D3CCDB85644},THORPE ST,76,B,'-4.25,asphalt,2,450.45956332149206,50,20,6 Years and 6 Months,29026.04122704122,paved,,City,Local,,,ANNALUE DR,CRESTWOOD ST
01KP4C8AAX1TVM0MVSTPS26VFA,{3B25C80D-121A-4681-BADC-84B837EEF744},DUNKIRK CIR,76,B,'-0.62,asphalt,2,195.48973023406865,50,20,6 Years and 6 Months,12596.675553733357,paved,,City,Local,,,,COTSWOLD WAY
01KP4C7YW4VS44MWFNECMD4CZE,{4A7C4B20-6F56-44E0-8F5F-8F6A48A060EB},VIRGINIA AV,76,B,'-6.91,asphalt,2,1113.7568004143966,50,20,6 Years and 6 Months,71766.59890924195,paved,,City,Local,,,S GAY ST,WRIGHTS MILL RD
01KP4C85ZK6H1HCYWQW0NV7R47,{7AE746CC-7CE7-486A-BEC4-958B8DF2F20A},WALDEN LN,76,B,'-6.92,asphalt,2,689.2055969424875,50,20,6 Years and 6 Months,44410.001917270296,paved,,City,Local,,,WEATHERFORD ST,GARRISON LN
01KP4C7RG1DNQ5TAGA414RBSD1,{6188C075-B847-481B-9688-C729EF1545B4},COX RD,76,B,'-10.67,asphalt,2,611.7788837622024,80,28,9 Years and 1 Months,63073.4318382898,paved,,City,Arterial,,,BLACK SWANN RD,COSCOROBA RD
01KP4C82W3B2B6BVRNT2TKWN7F,{BCC164F0-7A9C-4392-8E09-8C01A2BC52BC},BENT CREEK RD,76,B,'-3.25,asphalt,2,462.8172065816344,24,20,6 Years and 6 Months,14314.715810423959,paved,,City,Arterial,,,,OFF RAMP
01KP4C7Z40GT2H1QAC3KC8AY7W,{FCFE3B32-BE8C-4D01-9023-EBDB2D56DCCA},RAILROAD AV,76,B,26.5,asphalt,2,893.1213640665405,50,20,6 Years and 6 Months,57549.62186393844,paved,,City,Local,,,HEMLOCK DR,
01KP4C8E5C5424287DGM9F9A0D,{67461BED-CDDA-46AE-A787-4ADF10A8011B},COWLEY ST,76,B,'-5,asphalt,2,886.7390181500633,50,20,6 Years and 6 Months,57138.36578063782,paved,,City,Local,,,BARNSLEY ST,GLASCO ST
01KP4C8AS1JCDC7FFXXKJWK1Y6,{4556E8A6-2A97-4EEF-AA35-19EF98FC1E47},CYGNET LN,76,B,'-8,asphalt,2,278.40923480011054,50,20,6 Years and 6 Months,17939.71886779442,paved,,City,Local,,,COSCOROBA RD,TUNDRA SWANN LN
01KP4C8340YQ1HT3WQZN8SW8Y5,{82F04B0D-FD9B-4070-840B-CBBB0386002A},SHERWOOD DR,76,B,28,asphalt,2,249.39445723357176,60,20,6 Years and 6 Months,19284.129507422564,paved,,City,Local,,,,
01KP4C8AD3JGFWATM1KJGMZWFR,{27DEFC04-EFDA-4B42-A9E2-4E30D1214A4E},CRESCENT BLVD,76,B,0.44,asphalt,2,544.8662543197131,50,20,6 Years and 6 Months,35109.278720807546,paved,,City,Cul-de-sac,,,CINDY LN,
01KP4C7Z4FBEKGNYTRYX3JGQKB,{D1C1A1AA-903E-4D76-B30B-2FE0CC365DAF},BOYKIN ST,76,B,6.33,asphalt,2,437.09713201393436,40,26,8 Years and 5 Months,22532.01025283259,paved,,City,Local,,,MARTIN LUTHER KING DR,SLAUGHTER AV
01KP4C85FJKM2ESECB43YCQ94K,{02164C22-504A-4D38-B3DC-8CBEE6BD7405},VILLAGE CIR,76,B,'-2.75,asphalt,2,243.8260687384335,50,20,6 Years and 6 Months,15711.3004133916,paved,,City,Cul-de-sac,,,OLD STAGE RD,
01KP4C85XJ1B6SEJTQNT7R030S,{6BF329BE-029A-421E-9F4C-F4D5A3940AC2},SHADOW PL,76,B,'-5.5,asphalt,2,457.61372437974586,50,20,6 Years and 6 Months,29487.030382850447,paved,,City,Local,,,SHADOWWOOD LN,
01KP4C8APT95CRNK32CJT54GZC,{FCB09F43-AA98-4667-A33B-4FB01C4D52ED},PRESERVE DR,76,B,11.5,asphalt,2,174.4984122404657,50,20,6 Years and 6 Months,11244.0683252408,paved,,City,Cul-de-sac,,,GRAYMOOR LN,
01KP4C82KWGBVY61T9Y0VYPNBK,{FA5D449C-306E-482A-9214-EB6324CCD8B6},KIMBERLY DR,76,B,'-7.81,asphalt,2,1045.3649244401406,60,20,6 Years and 6 Months,80831.59830028097,paved,,City,Local,,,S COLLEGE ST,FERNDALE DR
01KP4C7VZ3MW1QMR0SGDEGFPNZ,{1B69A74C-122E-42A7-B083-9B393EE728C2},GOLDEN SEDGE PL,76,B,'-2.42,asphalt,2,727.2615938531567,60,20,6 Years and 6 Months,56234.63695708361,paved,,City,Local,,,DRAGONFLY LN,
01KP4C7QYMRGAXK3ECGBRKN9FE,{B5A96A1C-3025-4079-9BB5-A5113FE0248A},N COLLEGE ST,76,B,1.25,asphalt,2,118.91741486935298,84,12,3 Years and 11 Months,12873.206550990359,paved,,City,Arterial,,,WARRIOR CT,MITCHAM AV
01KP4C8E5S7WTKPGD6AZP92168,{406F8B50-9D7C-4F55-BDF6-FC92CA174273},WHISTLING STRAITS DR,76,B,1.08,asphalt,2,886.2418480110822,50,20,6 Years and 6 Months,57106.32987303155,paved,,City,Local,,,YARBROUGH FARMS BLVD,
01KP4C7ZKJEHNRPAEW6S6GC5HX,{CF4C0829-50F2-4E83-8FBF-0DC2B74CDF04},MARTIN AV,76,B,11.25,asphalt,2,346.4620521222893,50,20,6 Years and 6 Months,22324.804771276715,paved,,City,Local,,,CENTER PL,
01KP4C7ZM7H4DG4C8QD7039JN1,{9DE6D3EE-A957-4F08-AF02-850D1BFAD793},MADDOX ST,76,B,'-6.75,asphalt,2,1019.5347341543691,24,14,4 Years and 6 Months,31533.723834664088,paved,,City,Local,,,MARTIN AV,HARRIS AV
01KP4C7Z19QHZ4T598JP1MA157,{7A7A470E-4623-4663-B530-A915AF4BE70C},OAK ST,76,B,12.13,asphalt,2,345.78162864285883,50,20,6 Years and 6 Months,22280.96065834421,paved,,City,Local,,,OLD MILL RD,ALAN AV
01KP4C7ZETH24B57QSVK800Y7G,{30E9599A-BD21-499D-9116-19BBA83CC6E0},ROCKDELL LN,76,B,'-2.75,asphalt,2,375.20031575566674,50,20,6 Years and 6 Months,24176.598123970307,paved,,City,Local,,,BECK DR,
01KP4C7ZNXHX66DJ7SK6R58APG,{9170D647-D621-4CF7-A3E7-81B2B361B24F},E THACH AV,76,B,10.5,asphalt,2,100.42604656579915,61,10,3 Years and 3 Months,7894.746570814463,paved,,City,Collector,,,W CHEWACLA DR,CHEWACLA DR
01KP4C861RMBBKRYKTZBGZR3HE,{1BF75E45-8395-4B03-8FBF-AC042E9C58B4},PARKERSONS WAY,76,B,'-5,asphalt,2,193.35402344979934,50,20,6 Years and 6 Months,12459.058066578737,paved,,City,Local,,,CREEKVIEW CT,
01KP4C7YTDQQAQXDB7XNG13VBP,{1ADACA06-257B-49E0-9383-84D9262202A0},S GAY ST,76,B,'-8.62,asphalt,2,519.7192770345932,60,8,2 Years and 7 Months,40186.67438327487,paved,,City,Collector,,,CHURCH DR,BROOKSIDE DR
01KP4C8AFF3EZQXX4EDHK97178,{C09E0325-A2E6-490C-93E0-D3A72B5574CB},SHELTON COVE LN,76,B,'-5.33,asphalt,2,400.3919266646739,50,20,6 Years and 6 Months,25799.857560241962,paved,,City,Cul-de-sac,,,TURNBURY LN,
01KP4C861KQWPMCG5Z73QV0PNP,{75CED566-8984-42F8-9EED-758BE833E37C},YARBROUGH FARMS BLVD,76,B,0.25,asphalt,2,403.79885940701666,60,30,9 Years and 9 Months,31223.266090719695,paved,,City,Residential Collector,,,RICHLAND RD,ANDREWS AV
01KP4C7Z4W1TVVPSSG07QHM5ZD,{77B19A6D-7025-4C18-A85C-886B9E2E1C9A},OLD STAGE RD,76,B,7.25,asphalt,2,762.746380315696,24,20,6 Years and 6 Months,23591.382330602424,paved,,City,Local,,,SUMMER HILL RD,VILLAGE DR
01KP4C8A83M74GFYDA7P0TJX5T,{FB878C8C-258D-4D95-B75D-BFDEB869F785},CLUB CREEK DR,76,B,'-7.69,asphalt,2,1072.602248131915,50,6,1 Years and 11 Months,69114.74327446839,paved,,City,Local,,,CLUB CREEK CT,ELLA GRACE DR
01KP4C7QYZH9MC2QEDHRNZY9DV,{D287FCC0-D969-4CEE-BCA1-7F84B34511EC},BANBURY ST,76,B,2.88,asphalt,2,847.0524244569679,50,20,6 Years and 6 Months,54581.100271159696,paved,,City,Local,,,COTSWOLD WAY,WESTON ST
01KP4C85TWQEAR0Z24AHNPN80S,{8657BDCE-248E-44CE-82DB-D46944E22FDC},BERKSHIRE CT,76,B,'-5,asphalt,2,230.50179908609073,50,20,6 Years and 6 Months,14852.731006190244,paved,,City,Cul-de-sac,,,CHURCHILL CIR,
01KP4C82YAFH6W9VN5YQ0Z127P,{1365F4BA-20BB-4D8C-A2F4-BADA84378062},WAYNEWOOD CT,76,B,'-10,asphalt,2,217.4205539542865,50,20,6 Years and 6 Months,14009.821250435338,paved,,City,Cul-de-sac,,,TULANE RD,
01KP4C7ZMYMY1M6CTN83GHS2M2,{23E50416-636C-456B-B6DD-14BCCB7F3B49},CRAIG CT,76,B,34,asphalt,2,154.36203791743262,50,20,6 Years and 6 Months,9946.550681362187,paved,,City,Cul-de-sac,,,LAW DR,
01KP4C7YR21XFMQK3DYZ5G8GQ6,{1510B60E-C585-4586-9071-57FE876B0AD0},CRESS LAKE RD,76,B,1.53,asphalt,2,1009.7586500132243,50,20,6 Years and 6 Months,65065.32126553466,paved,,City,Local,,,SOCIETY HILL RD,CAT TAIL RD
01KP4C7YRKW8WSXTHS2AT78K68,{527521D3-0C13-4266-9757-EE7561D3901A},SPRINGWOOD DR,76,B,1.25,asphalt,2,282.1997533120913,50,20,6 Years and 6 Months,18183.966643975145,paved,,City,Local,,,OLD CREEK TRL,
01KP4C7YX0EEZ8K7FEF053NVVG,{B0162613-C8FE-4F07-9628-7241DCA640C2},OLD MILL RD,76,B,'-1.31,asphalt,2,430.43834159929986,50,20,6 Years and 6 Months,27735.943614640604,paved,,City,Residential Collector,,,GREEN ST,CONE ST
01KP4C7Z1WS68M3Y26S9TVGT2Y,{9334F18B-CA13-41C6-B5A1-33119382AF86},MAPLE ST,76,B,'-6,asphalt,2,349.4257758295812,50,20,6 Years and 6 Months,22515.77677746325,paved,,City,Local,,,MCKINLEY AV,E MAGNOLIA AV
01KP4C7ZCB8JNSC8S8PCFPQMV9,{FA6D6E66-A069-41D0-8A82-8AD6A128A6F7},PORTER AV,76,B,13,asphalt,2,448.7904087609574,20,20,6 Years and 6 Months,11567.394694381628,paved,,City,Local,,,N DONAHUE DR,WHITE ST
01KP4C82GRQ6SR0CAA2GSPRN7R,{9FF4FFDD-AF65-4A9A-B603-3D66201FFE69},SERENITY CIR,76,B,'-4,asphalt,2,595.050754030814,60,20,6 Years and 6 Months,46011.5911616779,paved,,City,Cul-de-sac,,,WHISPER RIDGE RD,
01KP4C82H9ZTB5CP8ZWJZE3GT4,{311094B5-EC5C-4163-895B-7277A560E165},BLUESTONE CT,76,B,16.75,asphalt,2,700.371292292077,50,20,6 Years and 6 Months,45129.48033428073,paved,,City,Cul-de-sac,,,KEYSTONE DR,
01KP4C82KQMJSJGZVATATQ5M7J,{6C622EEA-090A-4934-AAF7-C391D8EA3824},HAZELWOOD CT,76,B,'-7.12,asphalt,2,366.7727605852745,50,20,6 Years and 6 Months,23633.555898347968,paved,,City,Local,,,JARRETT CIR,GOODMAN ST
01KP4C82NJAJVG6MN0FXBJ0ZYJ,{30649067-2B3A-4464-87F7-942672A65244},MOORES MILL RD,76,B,'-4.62,asphalt,2,355.76897843924075,50,20,6 Years and 6 Months,22924.510602763457,paved,,City,Arterial,,,E SAMFORD AV,GODFREY LN
01KP4C82PFYF5B009A6KQ0BR9D,{31D00866-975D-4344-A42B-4AE649631507},CARTER ST,76,B,'-8.25,asphalt,2,531.9939147806889,50,20,6 Years and 6 Months,34279.83011193978,paved,,City,Local,,,SINGLETON ST,
01KP4C82Q95HZXQYAQTEGARB5S,{6CAD6513-D452-4E92-91DB-1BF1BEA5796F},S ASHE CT,76,B,9.5,asphalt,2,717.0358224665539,50,30,9 Years and 9 Months,46203.28446512659,paved,,City,Cul-de-sac,,,ASHETON LN,
01KP4C830BYAS1SDW8W9HHXWA7,{B0E922A3-7D12-4E29-A486-E87D7F0E84C8},SOUTHPARKE DR,76,B,'-2.5,asphalt,2,391.6620128961847,50,20,6 Years and 6 Months,25237.332402413675,paved,,City,Local,,,S COLLEGE ST,
01KP4C8307F6YSTBVBTFPCSFRZ,{970E676D-A423-4E13-B89D-1A5F1AF1CC50},PARK AV,76,B,0.5,asphalt,2,315.7637597623653,50,20,6 Years and 6 Months,20346.714011989236,paved,,City,Local,,,OLD MILL RD,E PARK AV
01KP4C8ANXHN3HMQYDWAZZ2YXD,{E95E6772-F8AF-4D2B-8732-98FDF0ED2E03},S BROOKWOOD DR,76,B,'-1,asphalt,2,32.22687879224906,60,20,6 Years and 6 Months,2491.905037278763,paved,,City,Local,,,AUBURN DR,
01KP4C836XTJ7EP0KAPCG00BEQ,{0FB9FF0A-E809-412D-87B7-D9956298DBD8},BRYANT AV,76,B,'-5,asphalt,2,97.87987631291918,24,20,6 Years and 6 Months,3027.3779648936793,paved,,City,Local,,,BRYANT CIR,
01KP4C85FMR81PHREPAP1A9XJH,{0ECD3434-758C-4BC7-A867-7A82F0C7DDE1},DISTRICT CT,76,B,4.33,asphalt,2,611.5173355181581,50,20,6 Years and 6 Months,39404.041643427976,paved,,City,Cul-de-sac,,,GENTRY DR,
01KP4C85FM64NWYNG7MWC6NV9D,{FD2DB54C-BF1E-4276-85DC-C685C76B4A31},QUEENS WAY,76,B,'-3.5,asphalt,2,517.6610588437276,50,20,6 Years and 6 Months,33356.27092660495,paved,,City,Cul-de-sac,,,,CHARLESTON PL
01KP4C85FWNDHWC9AKFRGGWR1R,{1B35F9F5-EBDE-438D-AA07-5D4DD9FD8541},MT VERNON LN,76,B,4.38,asphalt,2,633.2247262630299,50,30,9 Years and 9 Months,40802.79009944078,paved,,City,Local,,,WATERCREST DR,
01KP4C85G8GP19E2TSGS2CABCA,{CDDB1376-9EEE-4751-8A17-DB0FEF092741},DEERFIELD CT,76,B,'-5.25,asphalt,2,273.4174815983215,50,20,6 Years and 6 Months,17618.067722990254,paved,,City,Cul-de-sac,,,DEERFIELD DR,
01KP4C85H0ZMFTBPMN2074F720,{2D3A6ADE-519E-475B-96FB-CBE16FE4776B},FINLEY DR,76,B,'-6.11,asphalt,2,1412.3826056899932,24,20,6 Years and 6 Months,43684.321430845914,paved,,City,Local,,,WRIGHTS MILL RD,
01KP4C85J13ZEWYHC71GK1YVJ5,{4A1E1A42-37D0-4510-AEA1-3A0AA5917793},MARION CIR,76,B,'-5,asphalt,2,206.52762544991205,30,20,6 Years and 6 Months,7984.751385846836,paved,,City,Cul-de-sac,,,,
01KP4C85K6GKBPH05G9GSTMV1W,{4A116C3C-DFF6-417B-97CA-DBA983AB5D30},ALABAMA ST,76,B,13,asphalt,2,333.5779237568725,60,6,1 Years and 11 Months,25793.515837924264,paved,,City,Local,,,,
01KP4C85NFTPRBWF7642AWAR7K,{4A7CDE08-9608-444D-9390-084E755EE149},CLUB CREEK DR,76,B,'-6.75,asphalt,2,612.0471316123454,50,6,1 Years and 11 Months,39438.17985365581,paved,,City,Local,,,FALLS CREST DR,CLUB CREEK CT
01KP4C85PKWSTZ9X0TB3VEEYZ7,{2DC1330B-3690-441B-A84B-5E6C2BE3F48C},TIFFANIE CT,76,B,'-5,asphalt,2,669.7243899570641,50,20,6 Years and 6 Months,43154.700968741294,paved,,City,Local,,,EAST LAKE BLVD,
01KP4C85SYHJHZMZZAKXYSBVK1,{90342280-570B-4D20-B699-A40A6F52922A},MADELINE LN,76,B,'-2.19,asphalt,2,1042.8315589442393,50,20,6 Years and 6 Months,67196.42402435142,paved,,City,Local,,,VFW RD,CARPENTER WAY
01KP4C861RG1E5C7ADP9Z58P86,{95D77BCE-0934-463E-BF77-7C9B8E043BC9},PARKERSONS WAY,76,B,'-2,asphalt,2,363.83899335882893,50,20,6 Years and 6 Months,23444.51418317724,paved,,City,Local,,,CREEKWATER XING,CREEKVIEW CT
01KP4C861S7G15SGKDY0YPHJW1,{6D293B61-ACA8-4FC4-BF56-CC010D78A1DC},CREEKWATER XING,76,B,'-8,asphalt,2,556.5609684335745,50,20,6 Years and 6 Months,35862.84525962056,paved,,City,Cul-de-sac,,,PARKERSONS WAY,
01KP4C896XCKYPX6RA56H75W5J,{3C6BFCF4-8979-41C6-98F2-A9EB24AD8DCC},STILL HUNT LN,76,B,'-5.05,asphalt,2,1156.4376790510532,50,20,6 Years and 6 Months,74516.80568425002,paved,,City,Local,,,FALCONER DR,ANDREWS AV
01KP4C8A8376S8P16EE8YH7716,{A3351BBA-8A30-491A-8D88-439614666E88},N CAMDEN DR,76,B,'-5.19,asphalt,2,522.0341691888123,50,20,6 Years and 6 Months,33638.05888606322,paved,,City,Local,,,KARLA CT,
01KP4C8AAEV5ZYJYGVJZZ0R70T,{9B917CC7-4758-4A3E-A5C2-10EEF16399B5},SOPHIA CT,76,B,6.31,asphalt,2,379.46886947008403,50,20,6 Years and 6 Months,24451.64881926676,paved,,City,Cul-de-sac,,,BLASTED ROCK RD,
01KP4C8AB3EWEQHSR5S5PJR87A,{8757A1E5-69C6-4358-BCE1-384C3D11D5BE},FARMSTONE RDG,76,B,4,asphalt,2,365.4181448033663,50,30,9 Years and 9 Months,23546.26918776612,paved,,City,Local,,,TUSCANY HILLS DR,FARMSTONE CT
01KP4C8ACHW4F321VVSYTZKET4,{F3C0E4E2-B35F-4F30-BD5C-501EBB1E7F60},VINEYARD CT,76,B,1,asphalt,2,474.79826804169085,50,30,9 Years and 9 Months,30594.34236690863,paved,,City,Cul-de-sac,,,MONTIANO LN,
01KP4C8ADEG1JC42AM0S0VYGD3,{EB163766-0A95-4F5A-AE37-F9BD57A06427},CARY CREEK PKWY,76,B,12.5,asphalt,2,39.802141242238285,24,26,8 Years and 5 Months,1231.0612752218383,paved,,City,Collector,,,BRIDGEWATER BLVD,
01KP4C8ADDYP5VJNYBTJPC2D9X,{F7109D0A-C895-442A-A8E2-78F74A9018BD},ANDREWS AV,76,B,9,asphalt,2,521.1484055512444,50,20,6 Years and 6 Months,33580.98337040121,paved,,City,Cul-de-sac,,,OAKMONT DR,
01KP4C8AFJNVQZGSBKVXZ8GHHF,{98855CD5-E691-48DA-A2EF-AC8CB77DEF63},GALLIPOLI CT,76,B,'-5,asphalt,2,258.9492483909517,50,20,6 Years and 6 Months,16685.785299096322,paved,,City,Cul-de-sac,,,WEST RICHLAND CIR,
01KP4C8ARQW26SSB3XPNPNEW73,{BBB9693D-D420-4800-98C0-4629E63AC865},BRAMBLE LN,76,B,'-5,asphalt,2,692.6844000469921,50,20,6 Years and 6 Months,44634.16384112324,paved,,City,Cul-de-sac,,,SOCIETY HILL RD,
01KP4C8AS86FTSMAPBTNKBNBAY,{00CC63ED-B63D-4A2E-850C-275BDAF621A4},FARMVILLE LAKES DR,76,B,14.63,asphalt,2,655.1935599825142,50,30,9 Years and 9 Months,42218.38502776216,paved,,City,Cul-de-sac,,,GRAHAM CIR,
01KP4C8DMZW9YG0JSAWDECYJX0,{17C4EFB2-9EE6-48B3-91F9-A1E97111BB2E},GREY OAK CIR,76,B,18.63,asphalt,2,139.5690690286337,50,20,6 Years and 6 Months,8993.34342415458,paved,,City,Local,,,,
01KP4C7YWXJGTYB2FZSJX07J0N,{9072AA8B-E8A5-4914-8FD6-0D36B387BE3A},GRAYSTONE LN,76,B,4,asphalt,2,1266.3351643673095,60,20,6 Years and 6 Months,97917.85904283987,paved,,City,Local,,,BENT CREEK RD,WINDY HILL RD
01KP4C8DP334X95VAS0E1E5Q7T,{7540FFB1-C060-4D76-A5B5-155198B88B72},PAM ST,76,B,'-5,asphalt,2,78.33260073894976,70,20,6 Years and 6 Months,7066.4709488837025,paved,,City,Cul-de-sac,,,EARLS LN,
01KP4C8DQ6XMSKSGKD0FJ1YA71,{92D1BCAE-C223-44C6-83A5-543AF8E6168A},CARPENTER WAY,76,B,'-3.25,asphalt,2,149.43850230281802,50,20,6 Years and 6 Months,9629.29523965539,paved,,City,Local,,,VFW RD,
01KP4C8DQ7Z08PYNKAKE7VAFP6,{59A688EB-1111-4CD1-84C5-865C252D1B0D},DRESDEN LN,76,B,'-3.62,asphalt,2,163.1565481872153,50,20,6 Years and 6 Months,10513.238212158738,paved,,City,Local,,,VFW RD,
01KP4C8DWZVV5AJZ0BCW1ZMNGB,{6316EECF-0BA7-45B0-8FA1-9354FC0B06B2},PRESERVE DR,76,B,'-5,asphalt,2,227.04402923233928,50,20,6 Years and 6 Months,14629.924391566368,paved,,City,Cul-de-sac,,,,
01KP4C8DY5T3FH0A2GK0K7FJZC,{F92E0723-EACB-42F0-A9D6-C6C472DCFBFB},ROLLING OAKS CT,76,B,1.63,asphalt,2,465.5959246033647,50,20,6 Years and 6 Months,30001.375490910454,paved,,City,Cul-de-sac,,,RIDGELINE TRL,
01KP4C8E5PZ0FED88HMNENNDF1,{60505E94-8610-436D-8ABB-C7A722D4EEE1},TITLEIST WAY,76,B,2.42,asphalt,2,630.1234424802617,50,20,6 Years and 6 Months,40602.954202359084,paved,,City,Local,,,YARBROUGH FARMS BLVD,BIRDIE LN
01KP4C85T04S75E010KCW14M09,{3270E8BA-330E-4A0B-8E89-18E27C7FF941},OLIVIA WAY,76,B,0.66,asphalt,2,1074.3213060241346,50,20,6 Years and 6 Months,69225.51336198373,paved,,City,Local,,,CARPENTER WAY,ELISE LN
01KP4C83AZA9FPJJH4BND87D5C,{AE87094F-1D93-462B-BEFB-FEB10E6F1141},N CAMDEN DR,76,B,'-3.37,asphalt,2,335.16580706327306,50,30,9 Years and 9 Months,21596.91418687868,paved,,City,Local,,,FELICITY LN,KEITH CT
01KP4C85FYASYFF6TT1F192W4X,{066556EA-9071-4137-8A8E-3B1C7EB097D5},POTOMAC DR,76,B,7.81,asphalt,2,494.5180296403457,50,12,3 Years and 11 Months,31865.014941666395,paved,,City,Local,,,WATERCREST DR,MT VERNON LN
01KP4C7VEMR9CDSQSX78WSV5R0,{63C94AA6-3B61-4F15-97D2-02AAB6A11E49},CARPENTER WAY,76,B,11,asphalt,2,314.2664727886628,50,20,6 Years and 6 Months,20250.234068025024,paved,,City,Local,,,STANTON DR,BERRY LN
